B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,CLOUDY_PIXEL_PERCENTAGE,MEAN_SOLAR_ZENITH_ANGLE,NODATA_PIXEL_PERCENTAGE,SENSING_ORBIT_NUMBER,SPACECRAFT_NAME,date,lat,lon,PID
1031,1933,1422,518,773,1052,1292,1745,1944,1764,2214,2919,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.396131644468426,70.0616433756289,ID_zUwKas
630,1932,1358,595,800,1088,1394,1798,1988,1718,2268,2644,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.396132030673485,70.06173479210992,ID_zUwKas
360,1722,1177,488,734,968,1183,1591,1784,1678,1937,1812,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.39604122653631,70.06163424887279,ID_zUwKas
311,1704,1132,611,847,1074,1290,1595,1743,1826,1959,2100,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.39604161273799,70.06172566532646,ID_zUwKas
159,2452,1738,338,655,724,1260,1828,2027,2005,2210,2105,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.41148453411327,69.99648627459979,ID_8gZyvB
159,2452,1738,343,659,752,1260,1828,2027,2205,2210,2105,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.4113937127109,69.99638573298952,ID_8gZyvB
159,2452,1738,352,680,752,1260,1828,2027,2098,2210,2105,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.41139411880565,69.99647715356696,ID_8gZyvB
123,1829,1197,365,706,840,1117,1861,2053,1836,2248,1778,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.41248307903042,70.03880489682885,ID_vKlFTo
123,1876,1294,306,583,616,1184,1731,2042,2280,2135,1778,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.41239226818682,70.03870434114458,ID_vKlFTo
123,1876,1294,407,725,889,1184,1731,2042,2014,2135,1778,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.41239266211036,70.0387957623735,ID_vKlFTo
1958,3711,2686,2266,2222,2126,2668,3643,3975,4284,4256,5887,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.4216171129992,70.08277039493737,ID_PAtZKQ
1958,3711,2686,1986,2124,2106,2668,3643,3975,4095,4256,5887,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.42161749478813,70.08286181926869,ID_PAtZKQ
1958,3711,2686,2426,2554,2282,2668,3643,3975,4484,4256,5887,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.42152669453371,70.08276123937159,ID_PAtZKQ
1958,3711,2686,2154,2252,2196,2668,3643,3975,4248,4256,5887,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.4215270763193,70.08285266367547,ID_PAtZKQ
199,2938,1958,762,1338,1730,2349,2807,3049,3124,3246,3091,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.422833513687664,70.02888498673354,ID_wDWeUB
199,2886,2022,861,1570,1880,2412,3145,3391,3706,3824,3091,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.422833911157646,70.02897641104803,ID_wDWeUB
199,2886,2022,951,1676,1980,2412,3145,3391,4184,3824,3091,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.42274349471057,70.02896727035704,ID_wDWeUB
153,2097,1353,339,636,781,1320,1773,1898,2012,2134,2226,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.42586635482365,70.04052340873923,ID_7ccndz
182,2252,1549,325,564,774,1321,1814,1968,1878,2324,2006,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.42577554364052,70.04042283664697,ID_7ccndz
182,2252,1549,357,603,807,1321,1814,1968,2256,2324,2006,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.425775937968474,70.04051426194226,ID_7ccndz
54,3903,2581,590,1150,1028,2236,4094,4678,4967,5176,4046,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.428366388719645,70.03346546782691,ID_6Vmm9T
54,3109,1778,531,1064,915,1673,3576,4151,4936,4481,4046,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.428275575614926,70.03336489491497,ID_6Vmm9T
54,3109,1778,442,915,720,1673,3576,4151,4865,4481,4046,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.42827597215583,70.03345632091398,ID_6Vmm9T
188,1311,867,363,565,803,896,1059,1139,1352,1254,1604,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44036081417813,70.09115891190862,ID_1eC0rn
188,1658,1120,434,657,953,1113,1289,1505,1578,1604,1604,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44036119477745,70.09125034197359,ID_1eC0rn
188,1577,1041,428,623,885,1094,1263,1372,1421,1531,1604,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44027039558614,70.09114973725589,ID_1eC0rn
188,1773,1259,470,702,1004,1192,1356,1566,1670,1698,1604,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44027077618213,70.09124116729339,ID_1eC0rn
147,2415,1678,385,684,784,1265,1914,2036,2420,2535,2633,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.4434084322443,70.00135690186289,ID_Yr26iv
147,2216,1472,397,708,694,1177,2202,2501,2676,2663,2633,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44340883909395,70.00144833219181,ID_Yr26iv
147,2506,1669,407,712,724,1253,2079,2451,2608,2574,2633,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.443318017060854,70.0013477511968,ID_Yr26iv
147,2274,1454,425,745,719,1139,2099,2467,2723,2567,2633,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44331842390695,70.00143918149818,ID_Yr26iv
156,1911,1328,364,611,819,1110,1391,1566,1562,1764,2269,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44523664375229,70.00602004669949,ID_ssbKv6
156,1911,1328,350,592,838,1110,1391,1566,1611,1764,2269,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.445237049374576,70.0061114776236,ID_ssbKv6
123,1869,1297,366,648,872,1146,1421,1524,1668,1764,2196,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44514622840582,70.00601089303235,ID_ssbKv6
123,1869,1297,361,630,896,1146,1421,1524,1686,1764,2196,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44514663402457,70.00610232392893,ID_ssbKv6
189,2493,1957,465,698,989,1284,1563,1686,1772,1907,1873,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.445845305274446,70.04181542754219,ID_QKrEOl
189,2471,1924,431,641,971,1256,1415,1623,1672,1749,1873,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44584570055309,70.04190685893676,ID_QKrEOl
189,2493,1957,408,684,1017,1284,1563,1686,1769,1907,1873,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44575488856451,70.04180626269553,ID_QKrEOl
121,2356,1526,487,942,1088,1682,2240,2418,2457,2655,2175,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44614657950108,70.02795450852915,ID_DDKnWe
121,2356,1526,437,873,901,1682,2240,2418,2479,2655,2175,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.44605616332016,70.02794534753659,ID_DDKnWe
155,2652,1857,461,784,1021,1394,1946,2183,2263,2450,2363,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.46413018124162,70.02767614314533,ID_0R8teH
155,2652,1857,420,692,924,1394,1946,2183,2502,2450,2363,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.46413058186612,70.02776757999034,ID_0R8teH
155,2761,1968,483,784,1042,1475,2069,2268,2322,2564,2363,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.464039765247094,70.02766696633901,ID_0R8teH
76,868,519,236,364,318,635,1233,1346,1290,1483,1539,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47041438344508,70.1025304451073,ID_zvd9BI
76,868,519,172,332,331,635,1233,1346,1301,1483,1539,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47041476273003,70.10262188437076,ID_zvd9BI
158,2046,1079,258,669,399,1297,3727,4498,4680,4338,3194,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.4751000540945,70.07759791468578,ID_VgZ3dn
158,2046,1079,270,678,334,1297,3727,4498,5117,4338,3194,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.475100440942974,70.07768935522478,ID_VgZ3dn
158,2046,1079,365,763,625,1297,3727,4498,3824,4338,3194,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47500963633294,70.07758871330184,ID_VgZ3dn
158,2046,1079,260,744,405,1297,3727,4498,5169,4338,3194,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.475010023178044,70.07768015381323,ID_VgZ3dn
183,1710,1318,389,716,964,1210,1579,1718,1831,1884,2153,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47463634797442,70.07480869689053,ID_gphlZq
183,2148,1666,390,767,1032,1378,1835,1952,2051,2106,2153,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47454554265917,70.07470805639676,ID_gphlZq
183,1856,1271,444,761,1032,1144,1740,2066,1983,2030,2153,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47454593031128,70.07479949674834,ID_gphlZq
78,1835,1289,312,566,810,1113,1699,1857,1723,2070,2078,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47486556976034,70.02328236708675,ID_g2lCJ2
78,1835,1289,253,566,658,1113,1699,1857,2138,2070,2078,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.47486597239454,70.02337380716591,ID_g2lCJ2
78,1835,1289,313,585,838,1113,1699,1857,2065,2070,2078,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.4747755566699,70.02336462215156,ID_g2lCJ2
250,2550,1786,554,924,1316,1696,2033,2195,2362,2426,2411,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.29841710636392,69.91435214677833,ID_BAAWQN
245,2583,1910,553,919,1256,1576,1862,1995,2238,2249,2132,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.298326271309996,69.91425176391019,ID_BAAWQN
244,2453,1713,545,993,1302,1643,1956,2195,2408,2408,2382,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.29832669321785,69.91434314960944,ID_BAAWQN
378,1021,695,788,766,711,758,812,869,1384,905,1168,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.31504601611304,70.03668281777493,ID_jxwffw
378,1178,838,807,935,1036,892,1071,1033,1512,1084,1168,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.314955598334244,70.03667377005404,ID_jxwffw
378,1441,1051,935,1062,1110,1206,1326,1394,1740,1395,1168,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.314955986318665,70.03676516192519,ID_jxwffw
213,1881,1273,271,553,583,1117,1833,2015,2113,2300,2020,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.40613568796775,70.07645217565988,ID_TlAp4T
213,1881,1273,391,656,756,1117,1833,2015,2059,2300,2020,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.40613607055869,70.0765435952656,ID_TlAp4T
213,1799,1203,250,471,518,1180,1821,2013,1935,2243,2020,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.40604526958545,70.07644303567018,ID_TlAp4T
213,1799,1203,380,596,708,1180,1821,2013,2265,2243,2020,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.40604565217304,70.0765344552485,ID_TlAp4T
273,2806,1807,457,866,955,1511,2698,2958,3125,3208,3092,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.26346458975232,70.13200842036814,ID_OFxMKN
273,3058,1956,490,922,927,1602,2809,3298,3443,3476,3092,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.263464947130814,70.13209979750089,ID_OFxMKN
273,2806,1807,441,795,924,1511,2698,2958,3152,3208,3092,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.263374168044294,70.13199939038896,ID_OFxMKN
1021,3475,2476,2074,2226,2296,2681,3098,3272,3626,3354,3117,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.258147080439684,70.11293559081676,ID_OyPOTS
1021,3475,2476,2208,2292,2288,2681,3098,3272,3674,3354,3117,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.258147442917384,70.11302696625708,ID_OyPOTS
1021,3475,2476,2212,2304,2420,2681,3098,3272,3718,3354,3117,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.25805665934975,70.11292657110974,ID_OyPOTS
53,910,713,224,350,533,689,780,803,747,856,970,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.2316638268538,70.13596165709448,ID_krCu2i
53,611,427,168,291,409,399,457,522,590,528,970,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.23166418109172,70.13605302479597,ID_krCu2i
53,910,713,187,323,469,689,780,803,708,856,970,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.23157340471579,70.13595265413596,ID_krCu2i
53,611,427,107,173,294,399,457,522,490,528,970,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.23157375895056,70.13604402181059,ID_krCu2i
211,2911,2124,497,823,1082,1567,2479,2829,2912,3123,3078,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.24174760912874,70.17286120051926,ID_ZU69xi
211,2911,2124,478,808,1044,1567,2479,2829,2779,3123,3078,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.241657185827066,70.1728521778891,ID_ZU69xi
297,2855,2091,576,943,1362,1779,2174,2475,2514,2664,2507,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.18977872703882,70.17426444749279,ID_1M0rFF
353,2989,2124,642,987,1462,1821,2247,2458,2574,2749,2713,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.18968796244472,70.17416411508032,ID_1M0rFF
297,2851,2054,619,967,1428,1790,2230,2448,2526,2654,2507,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.1896883032191,70.17425547054467,ID_1M0rFF
320,2527,1703,544,924,1012,1526,2389,2781,2984,3077,2568,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.30675188675464,70.3021531832114,ID_d1TTho
309,2510,1817,633,948,1160,1572,2175,2410,2554,2784,2690,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.306661148485155,70.3020526745451,ID_d1TTho
320,2527,1703,599,990,1078,1526,2389,2781,3198,3077,2568,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.3066614599181,70.30214406507203,ID_d1TTho
506,3117,2414,800,1266,1798,2092,2258,2443,2512,2594,2761,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.315434082715434,70.25159282154682,ID_5NI6Mz
506,3152,2436,800,1266,1808,2043,2285,2493,2596,2669,2761,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.31543440913235,70.2516842146311,ID_5NI6Mz
506,3117,2414,795,1244,1810,2092,2258,2443,2554,2594,2761,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.31534365751599,70.25158371047539,ID_5NI6Mz
506,3152,2436,799,1242,1748,2043,2285,2493,2536,2669,2761,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.31534398393003,70.25167510353262,ID_5NI6Mz
286,2198,1619,399,680,758,1395,1879,2004,1720,2169,2537,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.3006850155439,70.2729468874472,ID_GH5GG0
348,1800,1231,382,601,604,1043,1738,1949,1882,2055,2078,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.30068533495355,70.27303827616095,ID_GH5GG0
348,1800,1231,488,711,747,1043,1738,1949,2025,2055,2078,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.300594908952434,70.27302917193914,ID_GH5GG0
273,1717,1216,290,565,603,1087,1791,2000,2184,2156,2264,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.29136826173896,70.27118711880684,ID_CGBeiH
273,1717,1216,316,570,623,1087,1791,2000,1888,2156,2264,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.29136858109278,70.2712785047382,ID_CGBeiH
392,2845,2056,545,869,1114,1574,2205,2402,2438,2653,2940,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.2780528619505,70.28939764626058,ID_CrzraS
392,2845,2056,692,1040,1324,1574,2205,2402,2612,2653,2940,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.27805317530467,70.28948902824676,ID_CrzraS
392,2797,1977,648,998,1278,1490,2176,2427,2403,2667,2940,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.27796274859892,70.28947993937174,ID_CrzraS
419,2042,1440,603,933,1190,1446,2124,2351,2548,2525,2351,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.32949800524264,70.29238915699344,ID_XiucPg
419,2042,1440,649,1044,1380,1446,2124,2351,2244,2525,2351,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.32949832080587,70.29248055434167,ID_XiucPg
419,2042,1440,670,870,1122,1446,2124,2351,2416,2525,2351,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.329407578902824,70.29238002144652,ID_XiucPg
419,2042,1440,566,886,1100,1446,2124,2351,2348,2525,2351,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.32940789446327,70.29247141876768,ID_XiucPg
191,1900,1241,243,466,558,953,1856,2231,2548,2474,2410,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.04684001921519,69.96146658018336,ID_7FIQnf
191,1908,1208,231,413,434,849,1990,2404,2710,2623,2410,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.046840410664956,69.9615578921035,ID_7FIQnf
191,1931,1221,261,452,550,945,1765,2097,2272,2372,2410,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.046749601754534,69.9614577907102,ID_7FIQnf
359,2522,1936,775,1162,1650,1869,2023,2184,2380,2327,2112,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.02508014716034,69.94548102509395,ID_mfvvlX
356,2638,1902,677,974,1394,1748,2024,2148,2252,2409,2184,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.02508054162428,69.94557233050077,ID_mfvvlX
359,2501,1877,849,1218,1714,1811,2068,2134,2328,2308,2112,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.024989730117504,69.94547225932524,ID_mfvvlX
353,2188,1750,634,946,1370,1621,1792,1923,1866,2051,2086,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.032445628231656,69.95586993089667,ID_A0ptYq
353,2188,1750,616,926,1380,1621,1792,1923,1958,2051,2086,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.032354818773776,69.95576984804683,ID_A0ptYq
353,2188,1750,626,985,1398,1621,1792,1923,2003,2051,2086,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.03235521085248,69.95586115568543,ID_A0ptYq
242,1747,1107,314,575,771,1017,2003,2586,1916,2488,2279,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.03827183157611,69.96565396573673,ID_g9XfmF
242,1875,1252,298,528,702,1153,2020,2235,2207,2419,2279,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.03818102413716,69.96555387316438,ID_g9XfmF
242,1747,1107,284,532,625,1017,2003,2586,2534,2488,2279,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.038181413872074,69.96564518260577,ID_g9XfmF
296,2603,1944,553,873,1312,1738,1983,2124,2286,2337,2285,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.05141779929469,69.97523790349254,ID_rnfQHP
296,2412,1883,518,827,1282,1607,1779,1897,1953,2036,2285,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.05141818719983,69.9753292168938,ID_rnfQHP
248,2360,1654,510,812,1188,1543,1861,2081,2222,2269,2223,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.05132738134489,69.97522910605275,ID_rnfQHP
191,1906,1375,393,636,985,1307,1749,1907,1964,2195,2079,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.0649202887975,69.98367239579315,ID_UorqvD
191,1811,1181,338,554,811,1189,1817,2063,1871,2151,2079,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.064920675234504,69.98376371322132,ID_UorqvD
191,1906,1375,416,701,984,1307,1749,1907,2003,2195,2079,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.06482987065133,69.98366358405181,ID_UorqvD
191,1811,1181,386,693,950,1189,1817,2063,2085,2151,2079,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.064830257084836,69.98375490145348,ID_UorqvD
280,2613,1882,621,963,1428,1704,1841,1988,2080,2202,2211,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.08070774277099,69.99817462961953,ID_hUA9b8
280,2709,1961,597,946,1372,1686,1851,1979,1992,2254,2211,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.080708126185044,69.99826595180528,ID_hUA9b8
330,2680,1956,607,965,1422,1698,1823,1949,2006,2172,2300,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.090040007839306,70.00365078681475,ID_qbbFcQ
330,2621,1927,560,897,1350,1654,1723,1919,1898,2107,2300,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.09004039033012,70.00374211178368,ID_qbbFcQ
314,2657,1942,636,994,1490,1717,1874,2024,2086,2218,2180,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.08994958916962,70.00364194721692,ID_qbbFcQ
314,2587,1882,620,954,1422,1659,1779,1949,2014,2166,2180,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.08994997165699,70.0037332721593,ID_qbbFcQ
353,3526,2669,997,1500,2328,2471,2394,2663,3074,3001,2577,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.10557883257984,70.02370347806709,ID_nqv03Q
353,3403,2530,733,1094,1700,2059,2178,2438,2420,2633,2577,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.10548803540364,70.02360328933165,ID_nqv03Q
353,3526,2669,778,1220,1886,2471,2394,2663,2598,3001,2577,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.10548841330312,70.02369461901012,ID_nqv03Q
256,2658,1982,459,764,1234,1568,1778,1956,2003,2201,2265,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.12804768467969,70.03677209215877,ID_sBQgED
256,2563,1931,479,823,1278,1548,1742,1996,2018,2189,2265,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.12804806034354,70.03686342857279,ID_sBQgED
256,2658,1982,469,774,1230,1568,1778,1956,1941,2201,2265,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,42.12795726512789,70.03676320951958,ID_sBQgED
3107,3808,3069,2754,3040,3430,3676,3896,3923,3900,4092,5616,22.310321,24.3968552581599,0.0,135.0,Sentinel-2B,2019-06-21,41.786879554453655,70.11958119014602,ID_eECiz4
3107,3808,3069,2782,3156,3490,3676,3896,3923,3924,4092,5616,22.310321,24.3968552581599,0.0,135.0,Sentinel-2B,2019-06-21,41.78678912889149,70.11957258523057,ID_eECiz4
3107,3808,3069,2814,3048,3374,3676,3896,3923,3853,4092,5616,22.310321,24.3968552581599,0.0,135.0,Sentinel-2B,2019-06-21,41.78678946031742,70.11966382386669,ID_eECiz4
1858,2725,2240,1642,1891,1986,2252,2734,2924,2886,3091,4665,22.310321,24.3968552581599,0.0,135.0,Sentinel-2B,2019-06-21,41.79527151310513,70.11554603224883,ID_CUEPTB
1858,2647,2219,1247,1584,1706,2107,2795,3139,3208,3280,4665,22.310321,24.3968552581599,0.0,135.0,Sentinel-2B,2019-06-21,41.79518108775267,70.1155374210455,ID_CUEPTB
271,2360,1774,499,796,1108,1332,1690,1870,2076,2044,2063,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.937562184406346,70.00327756221316,ID_VKrqda
260,2483,1893,493,803,1120,1567,1853,2034,1996,2264,2121,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.93756255710084,70.00336884290508,ID_VKrqda
271,2360,1774,528,814,1180,1332,1690,1870,2032,2044,2063,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.93747176433136,70.00326885703454,ID_VKrqda
260,2483,1893,519,813,1178,1567,1853,2034,1958,2264,2121,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.937472137022446,70.00336013770034,ID_VKrqda
264,1771,1413,464,746,1112,1343,1458,1566,1606,1660,1729,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.938893454092636,69.99729231944852,ID_u4CVBO
264,1771,1413,461,754,1132,1343,1458,1566,1606,1660,1729,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.93889382852711,69.99738360046379,ID_u4CVBO
264,1782,1417,498,789,1122,1327,1471,1568,1614,1686,1729,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.93880303425417,69.99728361478972,ID_u4CVBO
264,1782,1417,509,772,1130,1327,1471,1568,1620,1686,1729,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.93880340868522,69.99737489577885,ID_u4CVBO
342,3070,2347,521,891,1340,1807,2035,2191,2182,2477,2552,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.94285770515567,70.10890535789449,ID_i02a4T
277,2892,2176,492,845,1272,1636,1857,2059,2114,2312,2433,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.94285804898259,70.1089966410066,ID_i02a4T
342,3070,2347,572,925,1422,1807,2035,2191,2298,2477,2552,4.605967,38.8503834987,0.0,135.0,Sentinel-2B,2019-12-18,41.94276728133422,70.10889661819743,ID_i02a4T
